Cluster ID,,title,org,id
0,0,"Multimodales Zusammenspiel von Text und erlebter Stimme – Analyse der Lautstärkesignale in direkter Rede 
                     2019","GCDH, Universität Göttingen, Deutschland",../dhd_2019/TEI/SPORLEDER_Caroline_Multimodales_Zusammenspiel_von_Text_und_e.xml__0
0,1,"Multimodales Zusammenspiel von Text und erlebter Stimme – Analyse der Lautstärkesignale in direkter Rede 
                     2019","GCDH, Universität Göttingen, Deutschland",../dhd_2019/TEI/SPORLEDER_Caroline_Multimodales_Zusammenspiel_von_Text_und_e.xml__1
0,2,"Multimodales Zusammenspiel von Text und erlebter Stimme – Analyse der Lautstärkesignale in direkter Rede 
                     2019","GCDH, Universität Göttingen, Deutschland",../dhd_2019/TEI/SPORLEDER_Caroline_Multimodales_Zusammenspiel_von_Text_und_e.xml__2
0,3,"Multimodales Zusammenspiel von Text und erlebter Stimme – Analyse der Lautstärkesignale in direkter Rede 
                     2019","GCDH, Universität Göttingen, Deutschland",../dhd_2019/TEI/SPORLEDER_Caroline_Multimodales_Zusammenspiel_von_Text_und_e.xml__3
1,4,"Kann Nonstandard standardisiert werden? 
                     Ein Annotations-Standardisierungsversuch nicht nur von PoS-Tags am Beispiel des Spezialforschungsbereichs „Deutsch in Österreich“ 2019","Universität Wien, Österreich",../dhd_2019/TEI/SELTMANN_Melanie_E__H__Kann_Nonstandard_standardisiert_werde.xml__0
35,5,Automatische Übersetzung als Bestandteil eines philologischen B.A.-Curriculums mit DH-Schwerpunk 2019,"Le Mans Université, Frankreich",../dhd_2019/TEI/BAILLOT_Anne_Automatische__bersetzung_als_Bestandteil_eines_.xml__0
35,6,Automatische Übersetzung als Bestandteil eines philologischen B.A.-Curriculums mit DH-Schwerpunk 2019,"Le Mans Université, Frankreich",../dhd_2019/TEI/BAILLOT_Anne_Automatische__bersetzung_als_Bestandteil_eines_.xml__1
35,7,Automatische Übersetzung als Bestandteil eines philologischen B.A.-Curriculums mit DH-Schwerpunk 2019,"Le Mans Université, Frankreich",../dhd_2019/TEI/BAILLOT_Anne_Automatische__bersetzung_als_Bestandteil_eines_.xml__2
35,8,Automatische Übersetzung als Bestandteil eines philologischen B.A.-Curriculums mit DH-Schwerpunk 2019,"Le Mans Université, Frankreich",../dhd_2019/TEI/BAILLOT_Anne_Automatische__bersetzung_als_Bestandteil_eines_.xml__3
96,9,Standardisierte Medien. Ein Paradigmenwechsel in den Geisteswissenschaften 2019,"BBAW, Deutschland",../dhd_2019/TEI/ALTHOF_Daniel_Standardisierte_Medien__Ein_Paradigmenwechsel_.xml__0
36,10,Bildbezogenes Machine Learning anhand der Glasmalereien des Corpus Vitrearum Medii Aevi 2019,"Akademie der Wissenschaften und Literatur | Mainz, Deutschland",../dhd_2019/TEI/KOLODZIE_Lisa_Bildbezogenes_Machine_Learning_anhand_der_Glas.xml__0
2,11,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Universität Paderborn, Deutschland",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__0
2,12,Multimodale Stilometrie: Herausforderungen und Potenzial kombinatorischer Bild- und Textanalysen am Beispiel Comics 2019,"Universität Paderborn, Deutschland",../dhd_2019/TEI/DUNST_Alexander_Multimodale_Stilometrie__Herausforderungen_u.xml__1
37,13,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,Hochschule Mainz – University of Applied Sciences,../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__0
37,14,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,Hochschule Mainz – University of Applied Sciences,../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__1
37,15,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,Hochschule Mainz – University of Applied Sciences,../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__2
39,16,Historic Building Information Modeling (hBIM) und Linked Data – Neue Zugänge zum Forschungsgegenstand objektorientierter Fächer 2019,Germanisches Nationalmuseum,../dhd_2019/TEI/KUROCZY_SKI_Piotr_Historic_Building_Information_Modeling__hB.xml__3
3,17,Das Notizbuch als Ideenspeicher und Forschungswerkzeug: Erkenntnisse aus einer digitalen Repräsentation 2019,"Universität Graz, Österreich",../dhd_2019/TEI/SCHOLGER_Martina_Das_Notizbuch_als_Ideenspeicher_und_Forschu.xml__0
97,18,Wissenschaftliches Bloggen mit de.hypotheses 2019,"Deutsches Historisches Institut Paris, Frankreich",../dhd_2019/TEI/K_NIG_Mareike_Wissenschaftliches_Bloggen_mit_de_hypotheses.xml__0
40,19,Wissenschaftliches Bloggen mit de.hypotheses 2019,Max Weber Stiftung,../dhd_2019/TEI/K_NIG_Mareike_Wissenschaftliches_Bloggen_mit_de_hypotheses.xml__1
98,20,Detecting Character References in Literary Novels using a Two Stage Contextual Deep Learning approach 2019,"Chair of Applied Computer Science and Artificial Intelligence, Universität Würzburg, Deutschland",../dhd_2019/TEI/KRUG_Markus_Detecting_Character_References_in_Literary_Novel.xml__0
99,21,Detecting Character References in Literary Novels using a Two Stage Contextual Deep Learning approach 2019,"Chair of Applied Computer Science and Artificial Intelligence, Universität Würzburg, Deutschland",../dhd_2019/TEI/KRUG_Markus_Detecting_Character_References_in_Literary_Novel.xml__1
100,22,Detecting Character References in Literary Novels using a Two Stage Contextual Deep Learning approach 2019,"Chair of Applied Computer Science and Artificial Intelligence, Universität Würzburg, Deutschland",../dhd_2019/TEI/KRUG_Markus_Detecting_Character_References_in_Literary_Novel.xml__2
101,23,Detecting Character References in Literary Novels using a Two Stage Contextual Deep Learning approach 2019,"Chair of Literary Computing, Universität Würzburg, Deutschland",../dhd_2019/TEI/KRUG_Markus_Detecting_Character_References_in_Literary_Novel.xml__3
102,24,Detecting Character References in Literary Novels using a Two Stage Contextual Deep Learning approach 2019,"Chair of Applied Computer Science and Artificial Intelligence, Universität Würzburg, Deutschland",../dhd_2019/TEI/KRUG_Markus_Detecting_Character_References_in_Literary_Novel.xml__4
36,25,DER STURM. Digitale Quellenedition zur Geschichte der internationalen Avantgarde. Drei Forschungsansätze. 2019,Akademie der Wissenschaften und der Literatur | Mainz,../dhd_2019/TEI/TRAUTMANN_Marjam_DER_STURM__Digitale_Quellenedition_zur_Gesc.xml__0
41,26,DER STURM. Digitale Quellenedition zur Geschichte der internationalen Avantgarde. Drei Forschungsansätze. 2019,Johannes Gutenberg-Universität Mainz,../dhd_2019/TEI/TRAUTMANN_Marjam_DER_STURM__Digitale_Quellenedition_zur_Gesc.xml__1
36,27,DER STURM. Digitale Quellenedition zur Geschichte der internationalen Avantgarde. Drei Forschungsansätze. 2019,Akademie der Wissenschaften und der Literatur | Mainz,../dhd_2019/TEI/TRAUTMANN_Marjam_DER_STURM__Digitale_Quellenedition_zur_Gesc.xml__2
4,28,Das Niklas-Luhmann Archiv - Ein multimediales Dokumenten-Netz 2019,"Universität zu Köln, Deutschland",../dhd_2019/TEI/ZIMMER_Sebastian_Das_Niklas_Luhmann_Archiv___Ein_multimedial.xml__0
4,29,Das Niklas-Luhmann Archiv - Ein multimediales Dokumenten-Netz 2019,"Universität zu Köln, Deutschland",../dhd_2019/TEI/ZIMMER_Sebastian_Das_Niklas_Luhmann_Archiv___Ein_multimedial.xml__1
4,30,Das Niklas-Luhmann Archiv - Ein multimediales Dokumenten-Netz 2019,"Universität zu Köln, Deutschland",../dhd_2019/TEI/ZIMMER_Sebastian_Das_Niklas_Luhmann_Archiv___Ein_multimedial.xml__2
5,31,"Den Menschen als Zeichen lesen. Quantitative Lesarten körperlicher Zeichenhaftigkeit in visuellen Medien 
                     2019","Universität Passau, Deutschland",../dhd_2019/TEI/HOWANITZ_Gernot_Den_Menschen_als_Zeichen_lesen__Quantitative.xml__0
5,32,"Den Menschen als Zeichen lesen. Quantitative Lesarten körperlicher Zeichenhaftigkeit in visuellen Medien 
                     2019","Universität Passau, Deutschland",../dhd_2019/TEI/HOWANITZ_Gernot_Den_Menschen_als_Zeichen_lesen__Quantitative.xml__1
5,33,"Den Menschen als Zeichen lesen. Quantitative Lesarten körperlicher Zeichenhaftigkeit in visuellen Medien 
                     2019","Universität Passau, Deutschland",../dhd_2019/TEI/HOWANITZ_Gernot_Den_Menschen_als_Zeichen_lesen__Quantitative.xml__2
5,34,"Den Menschen als Zeichen lesen. Quantitative Lesarten körperlicher Zeichenhaftigkeit in visuellen Medien 
                     2019","Universität Passau, Deutschland",../dhd_2019/TEI/HOWANITZ_Gernot_Den_Menschen_als_Zeichen_lesen__Quantitative.xml__3
42,35,"Semantische Minimal-Retrodigitalisierung von Brief-Editionen 
                     2019","Sächsische Akademie der Wissenschaften zu Leipzig, Deutschland",../dhd_2019/TEI/RETTINGHAUS_Klaus_Semantische_Minimal_Retrodigitalisierung_v.xml__0
6,36,"Social Media, YouTube und Co: Multimediale, multimodale und multicodierte Dissemination von Forschungsmethoden in forTEXT 2019","Universität Hamburg, Deutschland",../dhd_2019/TEI/SCHUMACHER_Mareike_Social_Media__YouTube_und_Co__Multimedial.xml__0
6,37,"Social Media, YouTube und Co: Multimediale, multimodale und multicodierte Dissemination von Forschungsmethoden in forTEXT 2019","Universität Hamburg, Deutschland",../dhd_2019/TEI/SCHUMACHER_Mareike_Social_Media__YouTube_und_Co__Multimedial.xml__1
44,38,"VAnnotatoR: Ein Werkzeug zur Annotation multimodaler Netzwerke in dreidimensionalen virtuellen Umgebungen 
                     2019","Goethe Universität Frankfurt, Deutschland",../dhd_2019/TEI/ABRAMI_Giuseppe_VAnnotatoR__Ein_Werkzeug_zur_Annotation_mult.xml__0
44,39,"VAnnotatoR: Ein Werkzeug zur Annotation multimodaler Netzwerke in dreidimensionalen virtuellen Umgebungen 
                     2019","Goethe Universität Frankfurt, Deutschland",../dhd_2019/TEI/ABRAMI_Giuseppe_VAnnotatoR__Ein_Werkzeug_zur_Annotation_mult.xml__1
44,40,"VAnnotatoR: Ein Werkzeug zur Annotation multimodaler Netzwerke in dreidimensionalen virtuellen Umgebungen 
                     2019","Goethe Universität Frankfurt, Deutschland",../dhd_2019/TEI/ABRAMI_Giuseppe_VAnnotatoR__Ein_Werkzeug_zur_Annotation_mult.xml__2
5,41,"Vom Bild zum Text und wieder zurück 
                     2019","Universität Passau, Deutschland",../dhd_2019/TEI/DONIG_Simon_Vom_Bild_zum_Text_und_wieder_zur_ck.xml__0
5,42,"Vom Bild zum Text und wieder zurück 
                     2019","Universität Passau, Deutschland",../dhd_2019/TEI/DONIG_Simon_Vom_Bild_zum_Text_und_wieder_zur_ck.xml__1
5,43,"Vom Bild zum Text und wieder zurück 
                     2019","Universität Passau, Deutschland",../dhd_2019/TEI/DONIG_Simon_Vom_Bild_zum_Text_und_wieder_zur_ck.xml__2
103,44,"Vom Bild zum Text und wieder zurück 
                     2019","Universität St. Gallen, Schweiz",../dhd_2019/TEI/DONIG_Simon_Vom_Bild_zum_Text_und_wieder_zur_ck.xml__3
7,45,Interview-Sammlungen - Digitale Erschließung und Analyse 2019,"Freie Universität Berlin, Deutschland",../dhd_2019/TEI/PAGENSTECHER_Cord_Interview_Sammlungen___Digitale_Erschlie_u.xml__0
37,46,"Tanz annotieren - Zur Entstehung, den Möglichkeiten und den Perspektiven digitaler Methoden in der Tanzwissenschaft 2019","Hochschule Mainz - University of Applied Sciences, Deutschland",../dhd_2019/TEI/RITTERSHAUS_David_Tanz_annotieren___Zur_Entstehung__den_M_gl.xml__0
8,47,Multimedia aus Rezipientenperspektive: Wirkungsmessung anhand von Biofeedback 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/SCHL_R_Daniel_Multimedia_aus_Rezipientenperspektive__Wirkung.xml__0
8,48,Multimedia aus Rezipientenperspektive: Wirkungsmessung anhand von Biofeedback 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/SCHL_R_Daniel_Multimedia_aus_Rezipientenperspektive__Wirkung.xml__1
8,49,Multimedia aus Rezipientenperspektive: Wirkungsmessung anhand von Biofeedback 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/SCHL_R_Daniel_Multimedia_aus_Rezipientenperspektive__Wirkung.xml__2
47,50,"Vom gedruckten Werk zu elektronischem Volltext als Forschungsgrundlage 
                      Lorem ipsum 2019",Berlin-Brandenburgische Akademie der Wissenschaften,../dhd_2019/TEI/HERRMANN_Elisa_Vom_gedruckten_Werk_zu_elektronischem_Volltex.xml__0
48,51,"Vom gedruckten Werk zu elektronischem Volltext als Forschungsgrundlage 
                      Lorem ipsum 2019",Herzog August Bibliothek Wolfenbüttel,../dhd_2019/TEI/HERRMANN_Elisa_Vom_gedruckten_Werk_zu_elektronischem_Volltex.xml__1
104,52,"Vom gedruckten Werk zu elektronischem Volltext als Forschungsgrundlage 
                      Lorem ipsum 2019",Steinbuch Centre for Computing / KIT,../dhd_2019/TEI/HERRMANN_Elisa_Vom_gedruckten_Werk_zu_elektronischem_Volltex.xml__2
51,53,Mapping the Moralized Geography of 'Paradise Lost': Prototypenbildung am Beispiel einer geo-kritischen Erschließung von Miltons Werk 2019,"Cologne Center for eHumanities (CCeH), Universität zu Köln, Deutschland",../dhd_2019/TEI/SCHAEBEN_Marcel_Mapping_the_Moralized_Geography_of__Paradise.xml__0
105,54,Mapping the Moralized Geography of 'Paradise Lost': Prototypenbildung am Beispiel einer geo-kritischen Erschließung von Miltons Werk 2019,"Electronic Textual Cultures Lab, University of Victoria, Canada",../dhd_2019/TEI/SCHAEBEN_Marcel_Mapping_the_Moralized_Geography_of__Paradise.xml__1
8,55,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__0
8,56,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__1
8,57,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__2
8,58,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__3
8,59,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__4
8,60,Korrektur von fehlerhaften OCR Ergebnissen durch automatisches Alignment mit Texten eines Korpus 2019,"Universität Würzburg, Deutschland",../dhd_2019/TEI/REUL_Christian_Korrektur_von_fehlerhaften_OCR_Ergebnissen_du.xml__5
9,61,Das GeSIG-Inventar: Eine Ressource für die Erforschung und Vermittlung der Wissenschaftssprache der Geisteswissenschaften 2019,"Universität Leipzig, Deutschland",../dhd_2019/TEI/MEISSNER_Cordula_Das_GeSIG_Inventar__Eine_Ressource_f_r_die_.xml__0
9,62,Das GeSIG-Inventar: Eine Ressource für die Erforschung und Vermittlung der Wissenschaftssprache der Geisteswissenschaften 2019,"Universität Leipzig, Deutschland",../dhd_2019/TEI/MEISSNER_Cordula_Das_GeSIG_Inventar__Eine_Ressource_f_r_die_.xml__1
52,63,Linked Biondo - Modelling Geographical Features in Renaissance Text and Maps 2019,"Bibliotheca Hertziana, Roma, Italien",../dhd_2019/TEI/G_RZ_G_nther_Linked_Biondo___Modelling_Geographical_Features.xml__0
53,64,Linked Biondo - Modelling Geographical Features in Renaissance Text and Maps 2019,"FAU Erlangen-Nürnberg, Deutschland",../dhd_2019/TEI/G_RZ_G_nther_Linked_Biondo___Modelling_Geographical_Features.xml__1
52,65,Linked Biondo - Modelling Geographical Features in Renaissance Text and Maps 2019,"Bibliotheca Hertziana, Roma, Italien",../dhd_2019/TEI/G_RZ_G_nther_Linked_Biondo___Modelling_Geographical_Features.xml__2
53,66,Linked Biondo - Modelling Geographical Features in Renaissance Text and Maps 2019,"FAU Erlangen-Nürnberg, Deutschland",../dhd_2019/TEI/G_RZ_G_nther_Linked_Biondo___Modelling_Geographical_Features.xml__3
52,67,Linked Biondo - Modelling Geographical Features in Renaissance Text and Maps 2019,"Bibliotheca Hertziana, Roma, Italien",../dhd_2019/TEI/G_RZ_G_nther_Linked_Biondo___Modelling_Geographical_Features.xml__4
54,68,Linked Biondo - Modelling Geographical Features in Renaissance Text and Maps 2019,"TU Berlin, Berlin, Deutschland",../dhd_2019/TEI/G_RZ_G_nther_Linked_Biondo___Modelling_Geographical_Features.xml__5
106,69,"Multimodale Versuche der Alignierung historischer Texte 
                     2019","Max-Planck-Institut für europäische Rechtsgeschichte, Deutschland",../dhd_2019/TEI/WAGNER_Andreas_Multimodale_Versuche_der_Alignierung_historis.xml__0
107,70,"Multimodale Versuche der Alignierung historischer Texte 
                     2019","Max-Planck-Institut für europäische Rechtsgeschichte, Deutschland",../dhd_2019/TEI/WAGNER_Andreas_Multimodale_Versuche_der_Alignierung_historis.xml__1
10,71,Umfrage zu Forschungsdaten in den Geistes- und Humanwissenschaften an der Universität zu Köln 2019,"Data Center for the Humanities (DCH), Universität zu Köln, Deutschland",../dhd_2019/TEI/HELLING_Patrick_Umfrage_zu_Forschungsdaten_in_den_Geistes__u.xml__0
10,72,Umfrage zu Forschungsdaten in den Geistes- und Humanwissenschaften an der Universität zu Köln 2019,"Data Center for the Humanities (DCH), Universität zu Köln, Deutschland",../dhd_2019/TEI/HELLING_Patrick_Umfrage_zu_Forschungsdaten_in_den_Geistes__u.xml__1
10,73,Umfrage zu Forschungsdaten in den Geistes- und Humanwissenschaften an der Universität zu Köln 2019,"Data Center for the Humanities (DCH), Universität zu Köln, Deutschland",../dhd_2019/TEI/HELLING_Patrick_Umfrage_zu_Forschungsdaten_in_den_Geistes__u.xml__2
10,74,Umfrage zu Forschungsdaten in den Geistes- und Humanwissenschaften an der Universität zu Köln 2019,"Data Center for the Humanities (DCH), Universität zu Köln, Deutschland",../dhd_2019/TEI/HELLING_Patrick_Umfrage_zu_Forschungsdaten_in_den_Geistes__u.xml__3
108,75,Bauanleitung für einen Forschungsraum mit institutionellem Fundament: Erfahrungen aus fünf Jahren Infrastrukturentwicklung im Forschungsverbund MWW 2019,"Forschungsverbund MWW | Klassik Stiftung Weimar, Deutschland",../dhd_2019/TEI/DOGUNKE_Swantje_Bauanleitung_f_r_einen_Forschungsraum_mit_in.xml__0
49,76,Bauanleitung für einen Forschungsraum mit institutionellem Fundament: Erfahrungen aus fünf Jahren Infrastrukturentwicklung im Forschungsverbund MWW 2019,Forschungsverbund MWW | Herzog August Bibliothek Wolfenbüttel,../dhd_2019/TEI/DOGUNKE_Swantje_Bauanleitung_f_r_einen_Forschungsraum_mit_in.xml__1
57,77,Wie katalogisiert man eigentlich virtuelle Realität? Überlegungen zur Dokumentation und Vernetzung musealer Objekte und digitaler Vermittlungsformate 2019,"Stiftung Preußischer Kulturbesitz, Deutschland",../dhd_2019/TEI/DIEHR_Franziska_Wie_katalogisiert_man_eigentlich_virtuelle_R.xml__0
57,78,Wie katalogisiert man eigentlich virtuelle Realität? Überlegungen zur Dokumentation und Vernetzung musealer Objekte und digitaler Vermittlungsformate 2019,"Stiftung Preußischer Kulturbesitz, Deutschland",../dhd_2019/TEI/DIEHR_Franziska_Wie_katalogisiert_man_eigentlich_virtuelle_R.xml__1
109,79,Die PARTHENOS Training Suite 2019,"FH Potsdam, Deutschland",../dhd_2019/TEI/WUTTKE_Ulrike_Die_PARTHENOS_Training_Suite.xml__0
110,80,Die PARTHENOS Training Suite 2019,"FH Potsdam, Deutschland",../dhd_2019/TEI/WUTTKE_Ulrike_Die_PARTHENOS_Training_Suite.xml__1
58,81,Zedlers fehlende Seiten: Digitale Quellenkritik und Analoge Erkenntnisse 2019,"MLU Halle/Wittenberg, Deutschland",../dhd_2019/TEI/M_LLER_Andreas_Zedlers_fehlende_Seiten__Digitale_Quellenkrit.xml__0
59,82,"Pfälzische Burgen und ihre Umgebung im Mittelalter, modelliert anhand von Neo4j, QGIS und 3D Modellen 2019","Ruprecht-Karls-Universität, Heidelberg",../dhd_2019/TEI/PATTEE_Aaron_Pf_lzische_Burgen_und_ihre_Umgebung_im_Mittelal.xml__0
36,83,"Pfälzische Burgen und ihre Umgebung im Mittelalter, modelliert anhand von Neo4j, QGIS und 3D Modellen 2019","Akademie der Wissenschaften und der Literatur, Mainz",../dhd_2019/TEI/PATTEE_Aaron_Pf_lzische_Burgen_und_ihre_Umgebung_im_Mittelal.xml__1
57,84,"Pfälzische Burgen und ihre Umgebung im Mittelalter, modelliert anhand von Neo4j, QGIS und 3D Modellen 2019","Stiftung Preußischer Kulturbesitz, Berlin",../dhd_2019/TEI/PATTEE_Aaron_Pf_lzische_Burgen_und_ihre_Umgebung_im_Mittelal.xml__2
111,85,Nomisma.org: Numismatik und das Semantic Web 2019,Römisch-Germanische Kommission des Deutschen Archäologischen Instituts,../dhd_2019/TEI/KISSINGER_Timo_Nomisma_org__Numismatik_und_das_Semantic_Web.xml__0
112,86,Nomisma.org: Numismatik und das Semantic Web 2019,Johann Wolfgang Goethe-Universität Frankfurt am Main,../dhd_2019/TEI/KISSINGER_Timo_Nomisma_org__Numismatik_und_das_Semantic_Web.xml__1
36,87,Nomisma.org: Numismatik und das Semantic Web 2019,"Akademie der Wissenschaften und der Literatur | Mainz, Deutschland",../dhd_2019/TEI/KISSINGER_Timo_Nomisma_org__Numismatik_und_das_Semantic_Web.xml__2
36,88,"Semantisch angereicherte Präsentationsschichten für geisteswissenschaftliche Webanwendungen 
                     Methodenvergleich und Referenzimplementierung 2019","Akademie der Wissenschaften und der Literatur | Mainz, Deutschland",../dhd_2019/TEI/TOSCHKA_Patrick_Semantisch_angereicherte_Pr_sentationsschich.xml__0
36,89,"Graphentechnologien in den Digital Humanities: Methoden und Instrumente zur Modellierung, Transformation, Annotation und Analyse 
                     2019","Akademie der Wissenschaften und der Literatur | Mainz, Deutschland",../dhd_2019/TEI/JAROSCH_Julian_Graphentechnologien_in_den_Digital_Humanities.xml__0
36,90,"Graphentechnologien in den Digital Humanities: Methoden und Instrumente zur Modellierung, Transformation, Annotation und Analyse 
                     2019","Akademie der Wissenschaften und der Literatur | Mainz, Deutschland",../dhd_2019/TEI/JAROSCH_Julian_Graphentechnologien_in_den_Digital_Humanities.xml__1
36,91,"Graphentechnologien in den Digital Humanities: Methoden und Instrumente zur Modellierung, Transformation, Annotation und Analyse 
                     2019","Akademie der Wissenschaften und der Literatur | Mainz, Deutschland",../dhd_2019/TEI/JAROSCH_Julian_Graphentechnologien_in_den_Digital_Humanities.xml__2
36,92,"Graphentechnologien in den Digital Humanities: Methoden und Instrumente zur Modellierung, Transformation, Annotation und Analyse 
                     2019","Akademie der Wissenschaften und der Literatur | Mainz, Deutschland",../dhd_2019/TEI/JAROSCH_Julian_Graphentechnologien_in_den_Digital_Humanities.xml__3
2,93,Multimedia Markup Editor (M3): Semi-Automatische Annotationssoftware für statische Bild-Text Medien 2019,"Universität Paderborn, Deutschland",../dhd_2019/TEI/MOISICH_Oliver_Multimedia_Markup_Editor__M3___Semi_Automatis.xml__0
2,94,Multimedia Markup Editor (M3): Semi-Automatische Annotationssoftware für statische Bild-Text Medien 2019,"Universität Paderborn, Deutschland",../dhd_2019/TEI/MOISICH_Oliver_Multimedia_Markup_Editor__M3___Semi_Automatis.xml__1
49,95,"Digitales Publizieren im Spiegel der Zeitschrift für digitale Geisteswissenschaften - ZfdG: Eine Standortbestimmung 
                     2019","Forschungsverbund MWW, Deutschland",../dhd_2019/TEI/FRICKE_STEYER_Henrike_Digitales_Publizieren_im_Spiegel_der_Z.xml__0
49,96,"Digitales Publizieren im Spiegel der Zeitschrift für digitale Geisteswissenschaften - ZfdG: Eine Standortbestimmung 
                     2019","Forschungsverbund MWW, Deutschland",../dhd_2019/TEI/FRICKE_STEYER_Henrike_Digitales_Publizieren_im_Spiegel_der_Z.xml__1
9,97,“The Bard meets the Doctor” – Computergestützte Identifikation intertextueller Shakespearebezüge in der Science Fiction-Serie Dr. Who 2019,"Universität Leipzig, Deutschland",../dhd_2019/TEI/BURGHARDT_Manuel__The_Bard_meets_the_Doctor____Computergest_.xml__0
11,98,“The Bard meets the Doctor” – Computergestützte Identifikation intertextueller Shakespearebezüge in der Science Fiction-Serie Dr. Who 2019,"Universität Regensburg, Deutschland",../dhd_2019/TEI/BURGHARDT_Manuel__The_Bard_meets_the_Doctor____Computergest_.xml__1
11,99,“The Bard meets the Doctor” – Computergestützte Identifikation intertextueller Shakespearebezüge in der Science Fiction-Serie Dr. Who 2019,"Universität Regensburg, Deutschland",../dhd_2019/TEI/BURGHARDT_Manuel__The_Bard_meets_the_Doctor____Computergest_.xml__2
60,100,“The Bard meets the Doctor” – Computergestützte Identifikation intertextueller Shakespearebezüge in der Science Fiction-Serie Dr. Who 2019,"Ludwig-Maximilians-Universität München, Deutschland",../dhd_2019/TEI/BURGHARDT_Manuel__The_Bard_meets_the_Doctor____Computergest_.xml__3
61,101,Linked Open Travel Data: Erschließung gesellschaftspolitischer Veränderungen im Osmanischen Reich im 19. Jahrh. durch ein multimediales Online-Portal 2019,"Georg-August-Universität Göttingen, Deutschland",../dhd_2019/TEI/WETTLAUFER_J_rg_Linked_Open_Travel_Data__Erschlie_ung_gesell.xml__0
61,102,Linked Open Travel Data: Erschließung gesellschaftspolitischer Veränderungen im Osmanischen Reich im 19. Jahrh. durch ein multimediales Online-Portal 2019,"Georg-August-Universität Göttingen, Deutschland",../dhd_2019/TEI/WETTLAUFER_J_rg_Linked_Open_Travel_Data__Erschlie_ung_gesell.xml__1
62,103,Ein Web Annotation Protocol Server zur Untersuchung vormoderner Wissensbestände 2019,"Karlsruher Institut für Technologie, Deutschland",../dhd_2019/TEI/TONNE_Danah_Ein_Web_Annotation_Protocol_Server_zur_Untersuch.xml__0
62,104,Ein Web Annotation Protocol Server zur Untersuchung vormoderner Wissensbestände 2019,"Karlsruher Institut für Technologie, Deutschland",../dhd_2019/TEI/TONNE_Danah_Ein_Web_Annotation_Protocol_Server_zur_Untersuch.xml__1
7,105,Ein Web Annotation Protocol Server zur Untersuchung vormoderner Wissensbestände 2019,"Freie Universität Berlin, Deutschland",../dhd_2019/TEI/TONNE_Danah_Ein_Web_Annotation_Protocol_Server_zur_Untersuch.xml__2
7,106,Ein Web Annotation Protocol Server zur Untersuchung vormoderner Wissensbestände 2019,"Freie Universität Berlin, Deutschland",../dhd_2019/TEI/TONNE_Danah_Ein_Web_Annotation_Protocol_Server_zur_Untersuch.xml__3
7,107,Ein Web Annotation Protocol Server zur Untersuchung vormoderner Wissensbestände 2019,"Freie Universität Berlin, Deutschland",../dhd_2019/TEI/TONNE_Danah_Ein_Web_Annotation_Protocol_Server_zur_Untersuch.xml__4
113,108,Ein Web Annotation Protocol Server zur Untersuchung vormoderner Wissensbestände 2019,Center für Digitale Systeme,../dhd_2019/TEI/TONNE_Danah_Ein_Web_Annotation_Protocol_Server_zur_Untersuch.xml__5
